2e-09 0.493333 9.66024e-28 0 0 0 0
0.000246916 0.493333 1.80643e-07 0 0 0 0
0.000494442 0.493333 2.31575e-06 0 0 0 0
0.000741968 0.493333 9.10217e-06 0 0 0 0
0.000990113 0.493333 2.25123e-05 0 0 0 0
0.00123764 0.493333 4.32338e-05 0 0 0 0
0.00148332 0.493333 7.09887e-05 0 0 0 0
0.00172717 0.493333 0.000105288 0 0 0 0
0.00196922 0.493333 0.000145073 0 0 0 0
0.00221008 0.493333 0.000188535 0 0 0 0
0.00244918 0.493333 0.000235138 0 0 0 0
0.00268711 0.493333 0.000283578 0 0 0 0
0.00292445 0.493333 0.000333055 0 0 0 0
0.0031618 0.493333 0.000382813 0 0 0 0
0.00339973 0.493333 0.000431666 0 0 0 0
0.00363708 0.493333 0.000478167 0 0 0 0
0.00387501 0.493333 0.00052113 0 0 0 0
0.00411354 0.493333 0.00055927 0 0 0 0
0.00435206 0.493333 0.000591052 0 0 0 0
0.00459118 0.493333 0.000616302 0 0 0 0
0.0048297 0.493333 0.000635349 0 0 0 0
0.00506645 0.493333 0.000648244 0 0 0 0
0.00530085 0.493333 0.000656502 0 0 0 0
0.00553353 0.493333 0.000661278 0 0 0 0
0.00576506 0.493333 0.000663845 0 0 0 0
0.00599546 0.493333 0.000664984 0 0 0 0
0.00622587 0.493333 0.000665466 0 0 0 0
0.00645627 0.493333 0.000665809 0 0 0 0
0.00668611 0.493333 0.000666191 0 0 0 0
0.00691538 0.493333 0.000666993 0 0 0 0
0.00714409 0.493333 0.000668399 0 0 0 0
0.00737224 0.493333 0.000670551 0 0 0 0
0.00759982 0.493332 0.000673908 0 0 0 0
0.00782741 0.493332 0.00067823 0 0 0 0
0.008055 0.493332 0.000683151 0 0 0 0
0.00828258 0.493332 0.000688399 0 0 0 0
0.00851074 0.493332 0.000694587 0 0 0 0
0.00873946 0.493332 0.000701796 0 0 0 0
0.00896876 0.493332 0.000709813 0 0 0 0
0.00919922 0.493332 0.000718497 0 0 0 0
0.00943026 0.493332 0.000727634 0 0 0 0
0.00966249 0.493332 0.00073707 0 0 0 0
0.00989472 0.493332 0.000747024 0 0 0 0
0.0101276 0.493332 0.000757554 0 0 0 0
0.0103598 0.493332 0.000768092 0 0 0 0
