0.00065 7.00002e-05 
0.16194 6.99742e-05 
0.323226 6.99673e-05 
0.4845 6.99888e-05 
0.645772 6.99793e-05 
0.807061 6.9972e-05 
0.968375 6.99808e-05 
1.1297 6.99795e-05 
1.29102 6.9976e-05 
1.452312 6.99783e-05 
1.6136 6.99784e-05 
1.774904 6.9976e-05 
1.936233 6.99766e-05 
2.097581 6.99775e-05 
2.258929 6.99758e-05 
2.420266 6.99758e-05 
2.581598 6.99771e-05 
2.74294 6.99764e-05 
2.904302 6.99757e-05 
3.0656786 6.99747e-05 
3.2270551 6.99749e-05 
3.3884212 6.99767e-05 
3.5497825 6.99755e-05 
3.711156 6.99738e-05 
3.8725446 6.99749e-05 
4.0339223 6.99748e-05 
4.1952959 6.99736e-05 
4.35668 6.99742e-05 
4.5180766 6.99753e-05 
4.67947704 6.99745e-05 
4.84089185 6.99726e-05 
5.00227784 6.99737e-05 
5.1636406 6.99751e-05 
5.32500975 6.9973e-05 
5.48641056 6.9972e-05 
5.6478392 6.99742e-05 
5.80926851 6.99736e-05 
5.97067769 6.99711e-05 
6.1320724 6.99728e-05 
6.29347379 6.99746e-05 
6.45489248 6.99715e-05 
6.61631868 6.99713e-05 
6.77773791 6.99746e-05 
6.93915122 6.9972e-05 
7.10056655 6.99703e-05 
7.26198984 6.99735e-05 
7.42341646 6.99714e-05 
7.58483557 6.997e-05 
7.74624391 6.99742e-05 
0.00065 7.00002e-05 
0.16194 6.99742e-05 
0.323226 6.99673e-05 
0.4845 6.99888e-05 
0.645772 6.99793e-05 
0.807061 6.9972e-05 
0.968375 6.99808e-05 
1.1297 6.99795e-05 
1.29102 6.9976e-05 
1.452312 6.99783e-05 
1.6136 6.99784e-05 
1.774904 6.9976e-05 
1.936233 6.99766e-05 
2.097581 6.99775e-05 
2.258929 6.99758e-05 
2.420266 6.99758e-05 
2.581598 6.99771e-05 
2.74294 6.99764e-05 
2.904302 6.99757e-05 
3.0656786 6.99747e-05 
3.2270551 6.99749e-05 
3.3884212 6.99767e-05 
3.5497825 6.99755e-05 
3.711156 6.99738e-05 
3.8725446 6.99749e-05 
4.0339223 6.99748e-05 
4.1952959 6.99736e-05 
4.35668 6.99742e-05 
4.5180766 6.99753e-05 
4.67947704 6.99745e-05 
4.84089185 6.99726e-05 
5.00227784 6.99737e-05 
5.1636406 6.99751e-05 
5.32500975 6.9973e-05 
5.48641056 6.9972e-05 
5.6478392 6.99742e-05 
5.80926851 6.99736e-05 
5.97067769 6.99711e-05 
6.1320724 6.99728e-05 
6.29347379 6.99746e-05 
6.45489248 6.99715e-05 
6.61631868 6.99713e-05 
6.77773791 6.99746e-05 
6.93915122 6.9972e-05 
7.10056655 6.99703e-05 
7.26198984 6.99735e-05 
7.42341646 6.99714e-05 
7.58483557 6.997e-05 
7.74624391 6.99742e-05 
7.907649072 6.99719e-05 
8.069059326 6.99683e-05 
8.230473546 6.99725e-05 
8.391883726 6.99732e-05 
8.553286234 6.99691e-05 
8.714687322 6.997e-05 
8.876095637 6.99726e-05 
9.037510788 6.99717e-05 
9.198922482 6.99699e-05 
9.360322244 6.99696e-05 
9.5217092505 6.99708e-05 
9.6830884328 6.99718e-05 
9.8444736837 6.99699e-05 
10.005868689 6.99689e-05 
10.1672636 6.99713e-05 
10.328646517 6.9971e-05 
10.490016569 6.99686e-05 
10.651384015 6.99703e-05 
10.812758371 6.99713e-05 
10.974138594 6.99688e-05 
11.1355157484 6.9969e-05 
11.296883889 6.99703e-05 
11.4582461333 6.99687e-05 
11.6196097291 6.99691e-05 
11.7809772166 6.99715e-05 
11.9423444843 6.99696e-05 
12.1037073306 6.99673e-05 
12.2650677537 6.99695e-05 
12.4264320761 6.99706e-05 
12.5878034552 6.99684e-05 
12.749177774009 6.99683e-05 
12.910547575426 6.9969e-05 
13.071909948953 6.99686e-05 
13.233270179657 6.99691e-05 
13.394637391498 6.99689e-05 
13.556016527496 6.99682e-05 
13.717404045155 6.99688e-05 
13.878787288296 6.99685e-05 
14.040158593374 6.99676e-05 
14.201520033959 6.99688e-05 
14.36288096321114 6.99696e-05 
14.52425178992937 6.99678e-05 
14.68563689886327 6.99667e-05 
14.84703168105857 6.99681e-05 
15.00842553023024 6.99696e-05 
15.1698088312009 6.99685e-05 
15.33117966452043 6.99668e-05 
15.4925457700012 6.99675e-05 
15.65391980245318 6.99688e-05 
15.81531046268607 6.99681e-05 
15.9767158386125381 6.99671e-05 
16.1381214801884418 6.99676e-05 
16.2995177010340733 6.99679e-05 
16.4609016377300605 6.99675e-05 
16.62227845095601 6.99671e-05 
16.7836566601403803 6.99673e-05 
16.9450407350327303 6.99679e-05 
17.1064277524729675 6.9968e-05 
17.2678115567217816 6.99672e-05 
17.4291901710130439 6.99665e-05 
17.5905637330152693 6.99672e-05 
17.7519368959561952 6.99685e-05 
17.9133115343536602 6.99679e-05 
18.0746842299677191 6.99654e-05 
18.2360489711964604 6.99654e-05 
18.3974020963378919 6.99681e-05 
18.5587454082906582 6.99681e-05 
18.7200853828867473 6.9966e-05 
18.8814292883045773 6.99667e-05 
19.04278056509186 6.99674e-05 
19.204136481285051 6.99659e-05 
19.3654900011019926 6.99671e-05 
19.5268347868735646 6.99687e-05 
19.6881697916472405 6.99656e-05 
19.8494997366232511 6.99642e-05 
20.0108306993383849 6.99677e-05 
20.1721647048379467 6.99682e-05 
20.3334985347580961 6.99652e-05 
20.494827933241389 6.99657e-05 
20.6561532713169314 6.99673e-05 
20.81748103460599 6.99666e-05 
20.9788188907488866 6.99658e-05 
21.1401683866156453 6.99655e-05 
21.3015221868076559 6.99659e-05 
21.4628688152083207 6.99675e-05 
21.6242012651685442 6.99667e-05 
21.7855225624094828 6.99644e-05 
21.9468438244596662 6.99662e-05 
22.1081765391640417 6.99683e-05 
22.2695252554794223 6.99657e-05 
22.4308858885803382 6.99637e-05 
22.5922480863100823 6.99659e-05 
22.7536008428807044 6.99676e-05 
22.9149378736194862 6.99662e-05 
23.0762606044139531 6.99646e-05 
23.237575902014143 6.99656e-05 
23.3988908309689734 6.99673e-05 
23.5602085619811383 6.99656e-05 
23.7215278236633367 6.99634e-05 
23.8828452837633733 6.99657e-05 
24.044158549406756 6.99679e-05 
24.2054676174349623 6.99651e-05 
24.366773989863038 6.99637e-05 
24.5280786180788404 6.99668e-05 
24.6893807899151057 6.99673e-05 
24.8506790489070539 6.99643e-05 
25.0119732588451171 6.99642e-05 
25.1732656710595748 6.99661e-05 
25.3345595793874558 6.99654e-05 
25.4958566223131093 6.99648e-05 
25.6571554813239615 6.9966e-05 
25.8184534953571578 6.99655e-05 
25.9797497300872529 6.99643e-05 
26.1410464365119957 6.99656e-05 
26.3023473159012831 6.99661e-05 
26.4636541647339492 6.99642e-05 
26.6249651357942305 6.99648e-05 
26.7862763004310054 6.99669e-05 
26.9475849475694034 6.99652e-05 
27.1088914692352603 6.99633e-05 
